461|461|2021-11-20-09:43:30.8228539-05:00
922|922|2021-11-20-09:43:30.8228750-05:00
925|925|2021-11-20-09:43:30.8228938-05:00
29|29|2021-11-20-09:43:30.8229117-05:00
929|929|2021-11-20-09:43:30.8229298-05:00
805|805|2021-11-20-09:43:30.8229476-05:00
929|929|2021-11-20-09:43:30.8229658-05:00
577|577|2021-11-20-09:43:30.8229838-05:00
434|434|2021-11-20-09:43:30.8230021-05:00
925|925|2021-11-20-09:43:30.8230214-05:00
780|780|2021-11-20-09:43:30.8230401-05:00
925|925|2021-11-20-09:43:30.8230577-05:00
929|929|2021-11-20-09:43:30.8230748-05:00
929|929|2021-11-20-09:43:30.8230928-05:00
929|929|2021-11-20-09:43:30.8231112-05:00
929|929|2021-11-20-09:43:30.8231284-05:00
80|80|2021-11-20-09:43:30.8231454-05:00
929|929|2021-11-20-09:43:30.8231626-05:00
260|260|2021-11-20-09:43:30.8231796-05:00
846|846|2021-11-20-09:43:30.8231976-05:00
925|925|2021-11-20-09:43:30.8232149-05:00
310|310|2021-11-20-09:43:30.8232326-05:00
925|925|2021-11-20-09:43:30.8232500-05:00
102|102|2021-11-20-09:43:30.8232681-05:00
918|918|2021-11-20-09:43:30.8232866-05:00
925|925|2021-11-20-09:43:30.8233049-05:00
662|662|2021-11-20-09:43:30.8233228-05:00
929|929|2021-11-20-09:43:30.8233407-05:00
735|735|2021-11-20-09:43:30.8233579-05:00
929|929|2021-11-20-09:43:30.8233749-05:00
33|33|2021-11-20-09:43:30.8233930-05:00
946|946|2021-11-20-09:43:30.8234114-05:00
624|624|2021-11-20-09:43:30.8234300-05:00
946|946|2021-11-20-09:43:30.8234487-05:00
946|946|2021-11-20-09:43:30.8234729-05:00
946|946|2021-11-20-09:43:30.8234929-05:00
947|947|2021-11-20-09:43:30.8235117-05:00
949|949|2021-11-20-09:43:30.8235302-05:00
964|964|2021-11-20-09:43:30.8235487-05:00
74|74|2021-11-20-09:43:30.8235671-05:00
274|274|2021-11-20-09:43:30.8235848-05:00
964|964|2021-11-20-09:43:30.8236038-05:00
821|821|2021-11-20-09:43:30.8236227-05:00
949|949|2021-11-20-09:43:30.8236422-05:00
949|949|2021-11-20-09:43:30.8236611-05:00
949|949|2021-11-20-09:43:30.8236793-05:00
949|949|2021-11-20-09:43:30.8236985-05:00
450|450|2021-11-20-09:43:30.8237165-05:00
949|949|2021-11-20-09:43:30.8237346-05:00
257|257|2021-11-20-09:43:30.8237517-05:00
949|949|2021-11-20-09:43:30.8237686-05:00
493|493|2021-11-20-09:43:30.8237855-05:00
947|947|2021-11-20-09:43:30.8238035-05:00
949|949|2021-11-20-09:43:30.8238231-05:00
263|263|2021-11-20-09:43:30.8238649-05:00
51|51|2021-11-20-09:43:30.8238843-05:00
947|947|2021-11-20-09:43:30.8239016-05:00
947|947|2021-11-20-09:43:30.8239193-05:00
949|949|2021-11-20-09:43:30.8239364-05:00
170|170|2021-11-20-09:43:30.8239542-05:00
964|964|2021-11-20-09:43:30.8239723-05:00
541|541|2021-11-20-09:43:30.8239916-05:00
964|964|2021-11-20-09:43:30.8240109-05:00
964|964|2021-11-20-09:43:30.8240296-05:00
668|668|2021-11-20-09:43:30.8240490-05:00
967|967|2021-11-20-09:43:30.8240666-05:00
416|416|2021-11-20-09:43:30.8240837-05:00
976|976|2021-11-20-09:43:30.8241005-05:00
574|574|2021-11-20-09:43:30.8241243-05:00
348|348|2021-11-20-09:43:30.8241424-05:00
976|976|2021-11-20-09:43:30.8241605-05:00
306|306|2021-11-20-09:43:30.8241789-05:00
67|67|2021-11-20-09:43:30.8241960-05:00
979|979|2021-11-20-09:43:30.8242131-05:00
515|515|2021-11-20-09:43:30.8242306-05:00
400|400|2021-11-20-09:43:30.8242481-05:00
979|979|2021-11-20-09:43:30.8242657-05:00
979|979|2021-11-20-09:43:30.8242838-05:00
982|982|2021-11-20-09:43:30.8243012-05:00
989|989|2021-11-20-09:43:30.8243194-05:00
191|191|2021-11-20-09:43:30.8243372-05:00
876|876|2021-11-20-09:43:30.8243540-05:00
931|931|2021-11-20-09:43:30.8243708-05:00
989|989|2021-11-20-09:43:30.8243888-05:00
905|905|2021-11-20-09:43:30.8244065-05:00
393|393|2021-11-20-09:43:30.8244243-05:00
979|979|2021-11-20-09:43:30.8244426-05:00
638|638|2021-11-20-09:43:30.8244611-05:00
108|108|2021-11-20-09:43:30.8244783-05:00
982|982|2021-11-20-09:43:30.8244962-05:00
989|989|2021-11-20-09:43:30.8245139-05:00
989|989|2021-11-20-09:43:30.8245319-05:00
801|801|2021-11-20-09:43:30.8245488-05:00
583|583|2021-11-20-09:43:30.8245665-05:00
73|73|2021-11-20-09:43:30.8245846-05:00
779|779|2021-11-20-09:43:30.8246033-05:00
108|108|2021-11-20-09:43:30.8246214-05:00
815|815|2021-11-20-09:43:30.8246394-05:00
961|961|2021-11-20-09:43:30.8246564-05:00
128|128|2021-11-20-09:43:30.8246728-05:00
989|989|2021-11-20-09:43:30.8246894-05:00
632|632|2021-11-20-09:43:30.8247059-05:00
989|989|2021-11-20-09:43:30.8247231-05:00
940|940|2021-11-20-09:43:30.8247399-05:00
989|989|2021-11-20-09:43:30.8247566-05:00
991|991|2021-11-20-09:43:30.8247733-05:00
998|998|2021-11-20-09:43:30.8247897-05:00
999|999|2021-11-20-09:43:30.8248061-05:00
54|54|2021-11-20-09:43:30.8248272-05:00
261|261|2021-11-20-09:43:30.8248679-05:00
999|999|2021-11-20-09:43:30.8249018-05:00
106|106|2021-11-20-09:43:30.8249240-05:00
999|999|2021-11-20-09:43:30.8249490-05:00
214|214|2021-11-20-09:43:30.8249767-05:00
350|350|2021-11-20-09:43:30.8250035-05:00
584|584|2021-11-20-09:43:30.8250241-05:00
991|991|2021-11-20-09:43:30.8250419-05:00
300|300|2021-11-20-09:43:30.8250596-05:00
991|991|2021-11-20-09:43:30.8250779-05:00
96|96|2021-11-20-09:43:30.8250944-05:00
470|470|2021-11-20-09:43:30.8251123-05:00
343|343|2021-11-20-09:43:30.8251304-05:00
645|645|2021-11-20-09:43:30.8251481-05:00
982|982|2021-11-20-09:43:30.8251754-05:00
982|982|2021-11-20-09:43:30.8251934-05:00
982|982|2021-11-20-09:43:30.8252109-05:00
983|983|2021-11-20-09:43:30.8252292-05:00
12|12|2021-11-20-09:43:30.8252465-05:00
779|779|2021-11-20-09:43:30.8252650-05:00
982|982|2021-11-20-09:43:30.8252825-05:00
982|982|2021-11-20-09:43:30.8252999-05:00
982|982|2021-11-20-09:43:30.8253170-05:00
982|982|2021-11-20-09:43:30.8253331-05:00
639|639|2021-11-20-09:43:30.8253501-05:00
979|979|2021-11-20-09:43:30.8253679-05:00
644|644|2021-11-20-09:43:30.8253855-05:00
976|976|2021-11-20-09:43:30.8254024-05:00
979|979|2021-11-20-09:43:30.8254243-05:00
982|982|2021-11-20-09:43:30.8254427-05:00
339|339|2021-11-20-09:43:30.8254608-05:00
983|983|2021-11-20-09:43:30.8254790-05:00
677|677|2021-11-20-09:43:30.8254960-05:00
983|983|2021-11-20-09:43:30.8255137-05:00
989|989|2021-11-20-09:43:30.8255322-05:00
989|989|2021-11-20-09:43:30.8255496-05:00
989|989|2021-11-20-09:43:30.8255661-05:00
991|991|2021-11-20-09:43:30.8255839-05:00
858|858|2021-11-20-09:43:30.8256021-05:00
965|965|2021-11-20-09:43:30.8256196-05:00
991|991|2021-11-20-09:43:30.8256370-05:00
147|147|2021-11-20-09:43:30.8256542-05:00
991|991|2021-11-20-09:43:30.8256708-05:00
71|71|2021-11-20-09:43:30.8256879-05:00
991|991|2021-11-20-09:43:30.8257057-05:00
998|998|2021-11-20-09:43:30.8257240-05:00
791|791|2021-11-20-09:43:30.8257418-05:00
991|991|2021-11-20-09:43:30.8257601-05:00
554|554|2021-11-20-09:43:30.8257845-05:00
148|148|2021-11-20-09:43:30.8258034-05:00
989|989|2021-11-20-09:43:30.8258257-05:00
534|534|2021-11-20-09:43:30.8258449-05:00
946|946|2021-11-20-09:43:30.8258630-05:00
974|974|2021-11-20-09:43:30.8258808-05:00
395|395|2021-11-20-09:43:30.8258984-05:00
680|680|2021-11-20-09:43:30.8259157-05:00
173|173|2021-11-20-09:43:30.8259333-05:00
671|671|2021-11-20-09:43:30.8259509-05:00
983|983|2021-11-20-09:43:30.8259687-05:00
983|983|2021-11-20-09:43:30.8259868-05:00
983|983|2021-11-20-09:43:30.8260051-05:00
983|983|2021-11-20-09:43:30.8260225-05:00
983|983|2021-11-20-09:43:30.8260403-05:00
983|983|2021-11-20-09:43:30.8260578-05:00
499|499|2021-11-20-09:43:30.8260752-05:00
983|983|2021-11-20-09:43:30.8260927-05:00
983|983|2021-11-20-09:43:30.8261098-05:00
983|983|2021-11-20-09:43:30.8261268-05:00
989|989|2021-11-20-09:43:30.8261460-05:00
81|81|2021-11-20-09:43:30.8261637-05:00
989|989|2021-11-20-09:43:30.8261812-05:00
966|966|2021-11-20-09:43:30.8261987-05:00
766|766|2021-11-20-09:43:30.8262154-05:00
702|702|2021-11-20-09:43:30.8262327-05:00
311|311|2021-11-20-09:43:30.8262492-05:00
983|983|2021-11-20-09:43:30.8262661-05:00
865|865|2021-11-20-09:43:30.8262826-05:00
435|435|2021-11-20-09:43:30.8262997-05:00
229|229|2021-11-20-09:43:30.8263265-05:00
695|695|2021-11-20-09:43:30.8263440-05:00
982|982|2021-11-20-09:43:30.8263606-05:00
336|336|2021-11-20-09:43:30.8263777-05:00
142|142|2021-11-20-09:43:30.8263991-05:00
981|981|2021-11-20-09:43:30.8264169-05:00
981|981|2021-11-20-09:43:30.8264342-05:00
411|411|2021-11-20-09:43:30.8264513-05:00
429|429|2021-11-20-09:43:30.8264680-05:00
615|615|2021-11-20-09:43:30.8264840-05:00
837|837|2021-11-20-09:43:30.8264997-05:00
979|979|2021-11-20-09:43:30.8265164-05:00
981|981|2021-11-20-09:43:30.8265331-05:00
657|657|2021-11-20-09:43:30.8265500-05:00
981|981|2021-11-20-09:43:30.8265670-05:00
981|981|2021-11-20-09:43:30.8265839-05:00
531|531|2021-11-20-09:43:30.8266001-05:00
982|982|2021-11-20-09:43:30.8266170-05:00
983|983|2021-11-20-09:43:30.8266339-05:00
983|983|2021-11-20-09:43:30.8266506-05:00
900|900|2021-11-20-09:43:30.8266673-05:00
989|989|2021-11-20-09:43:30.8266841-05:00
242|242|2021-11-20-09:43:30.8267004-05:00
989|989|2021-11-20-09:43:30.8267170-05:00
793|793|2021-11-20-09:43:30.8267331-05:00
983|983|2021-11-20-09:43:30.8267493-05:00
983|983|2021-11-20-09:43:30.8267660-05:00
983|983|2021-11-20-09:43:30.8267833-05:00
431|431|2021-11-20-09:43:30.8267993-05:00
422|422|2021-11-20-09:43:30.8268273-05:00
983|983|2021-11-20-09:43:30.8268450-05:00
983|983|2021-11-20-09:43:30.8268610-05:00
749|749|2021-11-20-09:43:30.8268769-05:00
676|676|2021-11-20-09:43:30.8268937-05:00
379|379|2021-11-20-09:43:30.8269110-05:00
982|982|2021-11-20-09:43:30.8269277-05:00
700|700|2021-11-20-09:43:30.8269436-05:00
982|982|2021-11-20-09:43:30.8269592-05:00
982|982|2021-11-20-09:43:30.8269824-05:00
803|803|2021-11-20-09:43:30.8269992-05:00
982|982|2021-11-20-09:43:30.8270166-05:00
504|504|2021-11-20-09:43:30.8270340-05:00
983|983|2021-11-20-09:43:30.8270512-05:00
137|137|2021-11-20-09:43:30.8270681-05:00
904|904|2021-11-20-09:43:30.8270842-05:00
982|982|2021-11-20-09:43:30.8271013-05:00
983|983|2021-11-20-09:43:30.8271179-05:00
188|188|2021-11-20-09:43:30.8271344-05:00
939|939|2021-11-20-09:43:30.8271505-05:00
983|983|2021-11-20-09:43:30.8271665-05:00
820|820|2021-11-20-09:43:30.8271833-05:00
522|522|2021-11-20-09:43:30.8271995-05:00
989|989|2021-11-20-09:43:30.8272166-05:00
989|989|2021-11-20-09:43:30.8272332-05:00
676|676|2021-11-20-09:43:30.8272500-05:00
983|983|2021-11-20-09:43:30.8272663-05:00
847|847|2021-11-20-09:43:30.8272832-05:00
983|983|2021-11-20-09:43:30.8272999-05:00
537|537|2021-11-20-09:43:30.8273166-05:00
945|945|2021-11-20-09:43:30.8273333-05:00
261|261|2021-11-20-09:43:30.8273500-05:00
983|983|2021-11-20-09:43:30.8273666-05:00
983|983|2021-11-20-09:43:30.8273822-05:00
989|989|2021-11-20-09:43:30.8273988-05:00
889|889|2021-11-20-09:43:30.8274148-05:00
989|989|2021-11-20-09:43:30.8274304-05:00
989|989|2021-11-20-09:43:30.8274460-05:00
989|989|2021-11-20-09:43:30.8274619-05:00
989|989|2021-11-20-09:43:30.8274773-05:00
989|989|2021-11-20-09:43:30.8274932-05:00
989|989|2021-11-20-09:43:30.8275099-05:00
991|991|2021-11-20-09:43:30.8275266-05:00
991|991|2021-11-20-09:43:30.8275543-05:00
998|998|2021-11-20-09:43:30.8275722-05:00
999|999|2021-11-20-09:43:30.8275894-05:00
999|999|2021-11-20-09:43:30.8276062-05:00
260|260|2021-11-20-09:43:30.8276222-05:00
999|999|2021-11-20-09:43:30.8276386-05:00
62|62|2021-11-20-09:43:30.8276542-05:00
335|335|2021-11-20-09:43:30.8276707-05:00
991|991|2021-11-20-09:43:30.8276874-05:00
998|998|2021-11-20-09:43:30.8277040-05:00
275|275|2021-11-20-09:43:30.8277195-05:00
998|998|2021-11-20-09:43:30.8277363-05:00
411|411|2021-11-20-09:43:30.8277533-05:00
360|360|2021-11-20-09:43:30.8277703-05:00
998|998|2021-11-20-09:43:30.8277864-05:00
24|24|2021-11-20-09:43:30.8278025-05:00
500|500|2021-11-20-09:43:30.8278218-05:00
716|716|2021-11-20-09:43:30.8278397-05:00
267|267|2021-11-20-09:43:30.8278567-05:00
243|243|2021-11-20-09:43:30.8278739-05:00
246|246|2021-11-20-09:43:30.8278910-05:00
150|150|2021-11-20-09:43:30.8279080-05:00
983|983|2021-11-20-09:43:30.8279251-05:00
108|108|2021-11-20-09:43:30.8279418-05:00
189|189|2021-11-20-09:43:30.8279585-05:00
983|983|2021-11-20-09:43:30.8279748-05:00
434|434|2021-11-20-09:43:30.8279919-05:00
442|442|2021-11-20-09:43:30.8280080-05:00
119|119|2021-11-20-09:43:30.8280245-05:00
910|910|2021-11-20-09:43:30.8280408-05:00
235|235|2021-11-20-09:43:30.8280574-05:00
981|981|2021-11-20-09:43:30.8280745-05:00
151|151|2021-11-20-09:43:30.8280914-05:00
72|72|2021-11-20-09:43:30.8281073-05:00
981|981|2021-11-20-09:43:30.8281268-05:00
981|981|2021-11-20-09:43:30.8281443-05:00
982|982|2021-11-20-09:43:30.8281614-05:00
861|861|2021-11-20-09:43:30.8281782-05:00
498|498|2021-11-20-09:43:30.8281952-05:00
514|514|2021-11-20-09:43:30.8282117-05:00
982|982|2021-11-20-09:43:30.8282283-05:00
983|983|2021-11-20-09:43:30.8282453-05:00
810|810|2021-11-20-09:43:30.8282620-05:00
982|982|2021-11-20-09:43:30.8282786-05:00
983|983|2021-11-20-09:43:30.8282953-05:00
983|983|2021-11-20-09:43:30.8283119-05:00
983|983|2021-11-20-09:43:30.8283281-05:00
60|60|2021-11-20-09:43:30.8283448-05:00
983|983|2021-11-20-09:43:30.8283612-05:00
983|983|2021-11-20-09:43:30.8283777-05:00
954|954|2021-11-20-09:43:30.8284050-05:00
944|944|2021-11-20-09:43:30.8284226-05:00
983|983|2021-11-20-09:43:30.8284390-05:00
983|983|2021-11-20-09:43:30.8284549-05:00
989|989|2021-11-20-09:43:30.8284712-05:00
157|157|2021-11-20-09:43:30.8284873-05:00
664|664|2021-11-20-09:43:30.8285033-05:00
873|873|2021-11-20-09:43:30.8285197-05:00
983|983|2021-11-20-09:43:30.8285362-05:00
983|983|2021-11-20-09:43:30.8285521-05:00
989|989|2021-11-20-09:43:30.8285677-05:00
989|989|2021-11-20-09:43:30.8285841-05:00
989|989|2021-11-20-09:43:30.8286012-05:00
418|418|2021-11-20-09:43:30.8286201-05:00
989|989|2021-11-20-09:43:30.8286368-05:00
991|991|2021-11-20-09:43:30.8286527-05:00
991|991|2021-11-20-09:43:30.8286687-05:00
431|431|2021-11-20-09:43:30.8286847-05:00
685|685|2021-11-20-09:43:30.8287008-05:00
318|318|2021-11-20-09:43:30.8287166-05:00
509|509|2021-11-20-09:43:30.8287321-05:00
74|74|2021-11-20-09:43:30.8287482-05:00
983|983|2021-11-20-09:43:30.8287640-05:00
425|425|2021-11-20-09:43:30.8287795-05:00
983|983|2021-11-20-09:43:30.8287953-05:00
989|989|2021-11-20-09:43:30.8288112-05:00
617|617|2021-11-20-09:43:30.8288306-05:00
989|989|2021-11-20-09:43:30.8288476-05:00
627|627|2021-11-20-09:43:30.8288636-05:00
580|580|2021-11-20-09:43:30.8288794-05:00
989|989|2021-11-20-09:43:30.8288954-05:00
269|269|2021-11-20-09:43:30.8289110-05:00
962|962|2021-11-20-09:43:30.8289273-05:00
187|187|2021-11-20-09:43:30.8289429-05:00
983|983|2021-11-20-09:43:30.8289648-05:00
983|983|2021-11-20-09:43:30.8289816-05:00
666|666|2021-11-20-09:43:30.8289977-05:00
983|983|2021-11-20-09:43:30.8290130-05:00
141|141|2021-11-20-09:43:30.8290279-05:00
983|983|2021-11-20-09:43:30.8290432-05:00
319|319|2021-11-20-09:43:30.8290584-05:00
313|313|2021-11-20-09:43:30.8290739-05:00
475|475|2021-11-20-09:43:30.8290890-05:00
983|983|2021-11-20-09:43:30.8291042-05:00
983|983|2021-11-20-09:43:30.8291197-05:00
210|210|2021-11-20-09:43:30.8291350-05:00
983|983|2021-11-20-09:43:30.8291506-05:00
985|985|2021-11-20-09:43:30.8291655-05:00
396|396|2021-11-20-09:43:30.8291809-05:00
34|34|2021-11-20-09:43:30.8291965-05:00
983|983|2021-11-20-09:43:30.8292123-05:00
507|507|2021-11-20-09:43:30.8292290-05:00
983|983|2021-11-20-09:43:30.8292439-05:00
983|983|2021-11-20-09:43:30.8292590-05:00
170|170|2021-11-20-09:43:30.8292733-05:00
599|599|2021-11-20-09:43:30.8292890-05:00
983|983|2021-11-20-09:43:30.8293048-05:00
840|840|2021-11-20-09:43:30.8293206-05:00
32|32|2021-11-20-09:43:30.8293353-05:00
982|982|2021-11-20-09:43:30.8293506-05:00
983|983|2021-11-20-09:43:30.8293669-05:00
983|983|2021-11-20-09:43:30.8293842-05:00
983|983|2021-11-20-09:43:30.8294009-05:00
983|983|2021-11-20-09:43:30.8294167-05:00
529|529|2021-11-20-09:43:30.8294326-05:00
119|119|2021-11-20-09:43:30.8294481-05:00
753|753|2021-11-20-09:43:30.8294633-05:00
983|983|2021-11-20-09:43:30.8294794-05:00
309|309|2021-11-20-09:43:30.8295002-05:00
66|66|2021-11-20-09:43:30.8295171-05:00
983|983|2021-11-20-09:43:30.8295327-05:00
983|983|2021-11-20-09:43:30.8295481-05:00
983|983|2021-11-20-09:43:30.8295634-05:00
72|72|2021-11-20-09:43:30.8295781-05:00
320|320|2021-11-20-09:43:30.8295933-05:00
133|133|2021-11-20-09:43:30.8296086-05:00
834|834|2021-11-20-09:43:30.8296244-05:00
534|534|2021-11-20-09:43:30.8296398-05:00
980|980|2021-11-20-09:43:30.8296551-05:00
983|983|2021-11-20-09:43:30.8296706-05:00
631|631|2021-11-20-09:43:30.8296862-05:00
983|983|2021-11-20-09:43:30.8297014-05:00
398|398|2021-11-20-09:43:30.8297166-05:00
983|983|2021-11-20-09:43:30.8297319-05:00
440|440|2021-11-20-09:43:30.8297474-05:00
193|193|2021-11-20-09:43:30.8297626-05:00
605|605|2021-11-20-09:43:30.8297782-05:00
87|87|2021-11-20-09:43:30.8297936-05:00
332|332|2021-11-20-09:43:30.8298088-05:00
310|310|2021-11-20-09:43:30.8298263-05:00
383|383|2021-11-20-09:43:30.8298422-05:00
981|981|2021-11-20-09:43:30.8298573-05:00
926|926|2021-11-20-09:43:30.8298727-05:00
981|981|2021-11-20-09:43:30.8298877-05:00
981|981|2021-11-20-09:43:30.8299022-05:00
981|981|2021-11-20-09:43:30.8299169-05:00
982|982|2021-11-20-09:43:30.8299319-05:00
983|983|2021-11-20-09:43:30.8299467-05:00
983|983|2021-11-20-09:43:30.8299619-05:00
361|361|2021-11-20-09:43:30.8299768-05:00
983|983|2021-11-20-09:43:30.8299917-05:00
983|983|2021-11-20-09:43:30.8300070-05:00
983|983|2021-11-20-09:43:30.8300278-05:00
983|983|2021-11-20-09:43:30.8300439-05:00
376|376|2021-11-20-09:43:30.8300590-05:00
983|983|2021-11-20-09:43:30.8300739-05:00
795|795|2021-11-20-09:43:30.8300886-05:00
697|697|2021-11-20-09:43:30.8301037-05:00
983|983|2021-11-20-09:43:30.8301184-05:00
186|186|2021-11-20-09:43:30.8301357-05:00
983|983|2021-11-20-09:43:30.8301519-05:00
822|822|2021-11-20-09:43:30.8301669-05:00
983|983|2021-11-20-09:43:30.8301823-05:00
983|983|2021-11-20-09:43:30.8301974-05:00
983|983|2021-11-20-09:43:30.8302121-05:00
390|390|2021-11-20-09:43:30.8302273-05:00
985|985|2021-11-20-09:43:30.8302420-05:00
176|176|2021-11-20-09:43:30.8302563-05:00
985|985|2021-11-20-09:43:30.8302707-05:00
210|210|2021-11-20-09:43:30.8302850-05:00
987|987|2021-11-20-09:43:30.8302987-05:00
988|988|2021-11-20-09:43:30.8303136-05:00
177|177|2021-11-20-09:43:30.8303287-05:00
410|410|2021-11-20-09:43:30.8303435-05:00
290|290|2021-11-20-09:43:30.8303665-05:00
985|985|2021-11-20-09:43:30.8303809-05:00
545|545|2021-11-20-09:43:30.8303945-05:00
834|834|2021-11-20-09:43:30.8304079-05:00
